tracking_id,shipping_date,source_country,source_city,destination_country,destination_city,distance,package_size,service_type,perishable,hazardous,committed_delivery_time,delivered_in_time,weight,delivery_time,shipping_price,delivery_penalty,hops
DIG455388063213632,1331942400000000,United States,Trussville,United States,Sandy Springs,2938,M,Ground,false,false,4320,false,72.4,9437,51.3442,16.3744,2
DIG45588664243904,1465776000000000,United States,Kernersville,United States,Palm Coast,818,M,Ground,false,false,4320,false,58.45,6673,42.4612,7.5296,1
DIG455445505276688,1549670400000000,United States,Manteca,United States,Truckee,2045,E,Ground,false,false,4320,false,0.77,10196,14.7255,18.8032,2
DIG455264747555216,1427068800000000,United States,Woodburn,United States,Coney Island,1245,L,Ground,false,false,4320,false,102.19,9358,64.7155,16.1216,1
DIG45526029147080,1486252800000000,United States,Missoula,United States,Westland,1543,E,Ground,false,false,4320,false,0.25,8287,14.0137,12.6944,1
DIG455170684147652,1357516800000000,United States,Winthrop,United States,Medford,840,L,Ground,false,false,4320,false,164.07,8947,95.291,14.8064,1
DIG455471099171804,1277856000000000,United States,Doral,United States,Lemont,1578,XL,Ground,false,false,4320,false,319.94,5166,173.8902,2.7072000000000003,1
DIG455497967433488,1469318400000000,United States,Lansing,United States,Barberton,386,S,Ground,false,false,4320,false,18.06,6862,21.8774,8.1344000000000012,1
DIG45554159979344,1360195200000000,United States,Monroe,United States,Auburn,1013,XL,Ground,false,false,4320,false,325.63,7771,176.2267,11.0432,1
DIG455190609370772,1272844800000000,United States,San Lorenzo,United States,Bella Vista,550,XXL,Ground,false,false,4320,false,945.57,5343,485.78,3.2736,1
DIG455165535498788,1525219200000000,United States,Selden,United States,Vernon Hills,188,C,Ground,false,false,4320,false,1110.9,9338,568.1192,16.0576,1
DIG45571920538700,1289952000000000,United States,Parker,United States,Muskego,2975,S,Ground,false,false,4320,false,1.0,8279,15.6775,12.668800000000001,2
DIG455199022109468,1367539200000000,United States,Mira Loma,United States,South Jordan,689,XL,Ground,false,false,4320,false,378.85,6108,202.5451,5.7216000000000005,1
DIG455193959431364,1354233600000000,United States,North Glendale,United States,Fremont,2382,L,Ground,false,false,4320,false,161.62,8890,95.4538,14.624,2
DIG455496852212792,1369872000000000,United States,Albany,United States,Centerville,2528,E,Ground,false,false,4320,false,0.99,6999,15.2702,8.5728,2
DIG455235773409776,1345680000000000,Netherlands,Hellevoetsluis,Netherlands,Staphorst,1080,M,Ground,false,false,4320,false,42.62,6839,34.782,8.0608,1
DIG455410015347368,1267401600000000,United States,Selden,United States,Grafton,445,M,Ground,false,false,4320,false,80.81,6451,53.3055,6.8192,1
DIG45518483113604,1358985600000000,United States,Pawtucket,United States,Norwalk,2972,M,Ground,false,false,4320,false,63.17,7519,46.7598,10.2368,2
DIG455105286390452,1301616000000000,United States,Deerfield,United States,Pasadena,2301,M,Ground,false,false,4320,false,93.56,10273,61.3509,19.0496,2
DIG455235881972852,1527897600000000,United States,Maple Heights,United States,Marlborough,1234,M,Ground,false,false,4320,false,89.26,6226,58.2406,6.0992000000000006,1
DIG455658176144,1533340800000000,United States,Rolling Meadows,United States,Pleasant Grove,1039,L,Ground,false,false,4320,false,132.85,5403,79.8601,3.4656000000000002,1
DIG455218093023152,1355356800000000,United States,Southaven,United States,Plainview,2492,E,Ground,false,false,4320,false,0.32,7223,14.9028,9.2896,2
DIG4556228681528,1283126400000000,United States,Shaker Heights,United States,Brownwood,2227,C,Ground,false,false,4320,false,4255.46,6535,2142.2343,7.088,2
DIG455231529253280,1297209600000000,United States,College Park,United States,Buffalo,153,S,Ground,false,false,4320,false,2.8,6474,14.0377,6.8928,1
DIG45571347333656,1379980800000000,United States,Maple Valley,United States,Ocean Springs,750,E,Ground,false,false,4320,false,0.51,5115,13.43,2.544,1
DIG45523699539416,1540771200000000,United States,Plymouth,United States,Hopkinsville,1796,M,Ground,false,false,4320,false,28.1,9527,28.1664,16.6624,1
DIG45537406677404,1362960000000000,United States,Ansonia,United States,Bradley,1784,M,Ground,false,false,4320,false,71.9,5105,50.0556,2.512,1
DIG455156545956272,1542931200000000,United States,American Fork,United States,Selden,402,L,Ground,false,false,4320,false,185.6,6192,105.6618,5.9904,1
DIG45555801221132,1525046400000000,United States,Sun Prairie,United States,Kirkwood,938,M,Ground,false,false,4320,false,32.25,7976,29.4692,11.699200000000001,1
DIG45533506803812,1528502400000000,United States,Kearny,United States,Queen Creek,2097,XL,Ground,false,false,4320,false,292.27,7334,160.5223,9.6448,2
DIG45546965026460,1527984000000000,United States,Apple Valley,United States,Dallas,1643,M,Ground,false,false,4320,false,51.5,10293,39.7287,19.1136,1
DIG455191743385076,1361404800000000,United States,Banning,United States,Ardmore,999,M,Ground,false,false,4320,false,49.88,7870,38.3391,11.360000000000001,1
DIG455232329781008,1423440000000000,United States,Westminster,United States,Escondido,2936,E,Ground,false,false,4320,false,0.58,8387,15.4324,13.0144,2
DIG45576938631968,1518480000000000,United States,Washington,United States,Palatine,494,M,Ground,false,false,4320,false,85.49,6082,55.6896,5.6384,1
DIG455105830005560,1271030400000000,United States,Talladega,United States,Americus,637,L,Ground,false,false,4320,false,172.19,7782,99.1683,11.0784,1
DIG455184892715096,1368316800000000,United States,Thomasville,United States,Mesa,2783,E,Ground,false,false,4320,false,0.69,5406,15.3497,3.4752,2
DIG45518583679400,1541462400000000,United States,Bel Air South,United States,Woodmere,2614,M,Ground,false,false,4320,false,87.43,7917,58.5676,11.5104,2
DIG45514905530396,1542844800000000,United States,Boyle Heights,United States,Elizabeth,742,M,Ground,false,false,4320,false,62.6,6549,44.4678,7.1328000000000005,1
DIG45569493364220,1514332800000000,United States,Plainview,United States,Middletown,2360,L,Ground,false,false,4320,false,175.62,7577,102.434,10.4224,2
DIG4558556489804,1350259200000000,Japan,Gyōda,Japan,Mitsukaidō,1134,E,Ground,false,false,4320,false,0.35,6155,13.6956,5.872,1
DIG455142744050516,1266019200000000,Spain,Ciempozuelos,Spain,Benetússer,1326,L,Ground,false,false,4320,false,120.0,4830,73.6934,1.6320000000000001,1
DIG455113030756472,1315699200000000,Russia,Bakal,Russia,Goryachevodskiy,329,E,Ground,false,false,4320,false,0.16,9976,12.8761,18.0992,1
DIG45513782512352,1531612800000000,Russia,Kyakhta,Russia,Semikarakorsk,1473,M,Ground,false,false,4320,false,92.21,6904,59.9307,8.2688,1
DIG45529691501456,1435881600000000,Russia,Petushki,Russia,Lyudinovo,939,E,Ground,false,false,4320,false,0.23,10199,13.4601,18.8128,1
DIG45517605811988,1330473600000000,Russia,Aykhal,Russia,Novoaltaysk,245,E,Ground,false,false,4320,false,0.45,5460,12.9455,3.648,1
DIG45525165440840,1492387200000000,Russia,Novocheboksarsk,Russia,Nar'yan-Mar,420,M,Ground,false,false,4320,false,68.96,6954,47.358,8.4288,1
DIG455140654761116,1295136000000000,United Kingdom,Burntwood,United Kingdom,Carrickfergus,302,E,Ground,false,false,4320,false,0.35,7527,12.9468,10.262400000000001,1
DIG455224673585000,1496966400000000,Germany,Frankenberg,Germany,Heusweiler,1374,E,Ground,false,false,4320,false,0.18,5497,13.8266,3.7664,1
DIG45584511856196,1382745600000000,Germany,Coesfeld,Germany,Lankwitz,688,M,Ground,false,false,4320,false,59.61,6159,42.9242,5.8848,1
DIG4552442969108,1305849600000000,Iran,Sonqor,Iran,Fūman,463,E,Ground,false,false,4320,false,0.52,5991,13.1767,5.3472,1
DIG455157364477880,1297036800000000,United Kingdom,Holloway,United Kingdom,South Ockendon,641,M,Ground,false,false,4320,false,51.45,6416,38.8019,6.7072,1
DIG45554946711764,1400198400000000,Colombia,Tunja,Colombia,Buenaventura,578,S,Ground,false,false,4320,false,2.27,5910,14.1552,5.088,1
DIG45523001576804,1437177600000000,China,Ninghai,China,Zhuhai,1180,C,Ground,false,false,4320,false,1166.05,6967,596.587,8.4704,1
DIG45550285097252,1511481600000000,China,Xihe,China,Zhangjiagang,1453,L,Ground,false,false,4320,false,133.13,8018,80.3727,11.8336,1
DIG455136668716832,1489104000000000,China,Tongliao,China,Kaiyuan,689,L,Ground,false,false,4320,false,240.26,9669,133.2501,17.1168,1
DIG455392532293628,1317772800000000,China,Xucheng,China,Fengkou,1297,C,Ground,false,false,4320,false,3589.5,9318,1808.4173,15.9936,1
DIG45570249107180,1489104000000000,China,Hangzhou,China,Jiangguanchi,1044,XXL,Ground,false,false,4320,false,846.24,8963,436.5596,14.857600000000001,1
DIG455128333951616,1387756800000000,India,Mendarda,India,Ratlām,2281,L,Ground,false,false,4320,false,238.41,6163,133.7579,5.8976000000000006,2
DIG45580750935344,1349049600000000,India,Manuguru,India,Chatrapur,1409,M,Ground,false,false,4320,false,57.45,7180,42.4931,9.152000000000001,1
DIG455386598711732,1440633600000000,India,Begusarai,India,Gumia,3212,S,Ground,false,false,4320,false,4.75,10219,17.7658,18.8768,2
DIG455161201972688,1316736000000000,India,Padrauna,India,Chīpurupalle,2333,E,Ground,false,false,4320,false,0.4,7614,14.7997,10.5408,2
DIG455138375336384,1488326400000000,India,Bānda,India,Mubārakpur,1385,L,Ground,false,false,4320,false,116.53,5004,72.0115,2.1888,1
DIG45596783482424,1478736000000000,India,Panruti,India,Kalamassery,388,M,Ground,false,false,4320,false,51.63,6230,38.6642,6.112,1
DIG45580643771792,1269648000000000,India,Kattivākkam,India,Napāsar,222,E,Ground,false,false,4320,false,0.43,5788,12.9148,4.6976,1
DIG455362079850980,1302307200000000,India,Kalmeshwar,India,Jumri Tilaiyā,452,M,Ground,false,false,4320,false,80.16,6945,52.9868,8.4,1
DIG45515229020372,1522454400000000,India,Peravurani,India,Challakere,3207,M,Ground,false,false,4320,false,72.2,9211,51.4863,15.651200000000001,2
DIG45591045833888,1369958400000000,India,Binka,India,Kangayam,1482,M,Ground,false,false,4320,false,57.81,5347,42.7388,3.2864,1
DIG45596851059440,1545436800000000,India,Garhshankar,India,Indi,293,E,Ground,false,false,4320,false,0.69,8080,13.1087,12.032,1
DIG45597943088024,1539648000000000,India,Parbhani,India,Ambāh,1774,L,Ground,false,false,4320,false,120.9,8343,74.5466,12.873600000000001,1
DIG455105539704296,1503100800000000,India,Obra,India,Naduvannūr,2975,M,Ground,false,false,4320,false,63.09,8776,46.7225,14.2592,2
DIG455465151194804,1478649600000000,India,Ahraura,India,Vinukonda,502,S,Ground,false,false,4320,false,9.68,9860,17.7918,17.728,1
DIG45561370127060,1426291200000000,India,Sardhana,India,Bhātāpāra,332,L,Ground,false,false,4320,false,107.97,6723,66.7838,7.6896,1
DIG455143154310980,1273881600000000,India,Mallasamudram,India,Vettūr,3015,M,Ground,false,false,4320,false,54.37,5364,42.3985,3.3408,2
DIG455101629634172,1343088000000000,India,Mācherla,India,Bāsudebpur,2746,E,Ground,false,false,4320,false,0.83,6813,15.3864,7.9776000000000007,2
DIG45564313925828,1364947200000000,Indonesia,Jakarta,Indonesia,Karangasem,853,E,Ground,false,false,4320,false,0.66,7004,13.5977,8.5888,1
DIG455307001583960,1448236800000000,Indonesia,Depok,Indonesia,Weleri,490,XL,Ground,false,false,4320,false,337.02,9389,181.451,16.2208,1
DIG45511856167532,1469232000000000,Indonesia,Sungai Penuh,Indonesia,Godean,1206,M,Ground,false,false,4320,false,95.07,7988,61.1204,11.7376,1
DIG455312945962184,1435795200000000,United States,Valparaiso,United States,Woodland,2750,M,Ground,false,false,4320,false,71.39,4859,50.67,1.7248,2
DIG455314082175740,1409788800000000,United States,Ferndale,United States,Wallingford Center,372,L,Ground,false,false,4320,false,102.99,8808,64.3298,14.361600000000001,1
DIG455126227268132,1542240000000000,United States,Germantown,United States,Four Corners,1841,C,Ground,false,false,4320,false,4353.58,7424,2190.9469,9.9328,1
DIG455226658509896,1457568000000000,United States,Cimarron Hills,United States,Texarkana,598,M,Ground,false,false,4320,false,53.58,6515,39.8282,7.024,1
DIG45521628643760,1485561600000000,United States,Lansing,United States,Maricopa,1828,M,Ground,false,false,4320,false,37.94,7496,33.1152,10.1632,1
DIG4553491812380,1536278400000000,United States,White Oak,United States,Somerset,352,S,Ground,false,false,4320,false,11.34,6976,18.4868,8.4992,1
DIG4559206868600,1453680000000000,United States,Antelope,United States,Charlotte,1614,S,Ground,false,false,4320,false,16.44,9483,22.1726,16.5216,1
DIG455417366647076,1321401600000000,United States,Venice,United States,Troy,2023,C,Ground,false,false,4320,false,4794.88,7391,2411.7607,9.8272000000000013,2
DIG455169516744704,1535328000000000,United States,North Chicopee,United States,Okolona,236,L,Ground,false,false,4320,false,110.04,5027,67.7324,2.2624,1
DIG4558263189560,1422489600000000,United States,Camp Springs,United States,Poplar Bluff,1880,M,Ground,false,false,4320,false,73.13,6064,50.757,5.5808,1
DIG455651978252,1282780800000000,United States,Burien,United States,Murray,1146,L,Ground,false,false,4320,false,234.1,6124,130.5814,5.7728,1
DIG45515902791212,1407628800000000,United States,Sapulpa,United States,Barstow,1161,M,Ground,false,false,4320,false,57.93,6498,42.5099,6.9696000000000007,1
DIG4558519102520,1543622400000000,United States,Holtsville,United States,Cedar Park,718,E,Ground,false,false,4320,false,0.84,5135,13.5662,2.608,1
DIG45531509083268,1313020800000000,United States,Quincy,United States,White Plains,2386,E,Ground,false,false,4320,false,0.19,8966,14.7424,14.8672,2
DIG455462958140696,1275091200000000,United States,Fresno,United States,Owensboro,2257,M,Ground,false,false,4320,false,61.78,7205,45.4213,9.2320000000000011,2
DIG45545293395008,1544313600000000,United States,Rutherford,United States,Valparaiso,937,S,Ground,false,false,4320,false,12.9,5763,19.7933,4.6176,1
DIG45533163120704,1360540800000000,United States,Reno,United States,Ashland,2695,E,Ground,false,false,4320,false,0.48,8304,15.1655,12.748800000000001,2
DIG455450050130912,1312761600000000,United States,Bend,United States,Wyckoff,2312,E,Ground,false,false,4320,false,0.12,10280,14.6408,19.072,2
DIG45571628637980,1460851200000000,United States,Brookline,United States,Littleton,212,M,Ground,false,false,4320,false,42.74,9847,34.0608,17.686400000000003,1
DIG455154832539032,1391990400000000,United States,Greenwood,United States,Cahokia,296,C,Ground,false,false,4320,false,2762.12,9262,1393.8264,15.814400000000001,1
DIG45584758372352,1441065600000000,United States,Harker Heights,United States,Spring Valley,2600,C,Ground,false,false,4320,false,3535.09,7647,1782.385,10.6464,2
DIG455306691889292,1422662400000000,United States,Macon,United States,Poplar Bluff,295,L,Ground,false,false,4320,false,141.59,5775,83.5605,4.6560000000000006,1
DIG45572297010656,1479945600000000,United States,Orlando,United States,Tamiami,676,S,Ground,false,false,4320,false,7.24,7083,16.7284,8.8416,1
DIG455196171479012,1295913600000000,United States,Shelbyville,United States,West Memphis,1357,M,Ground,false,false,4320,false,93.82,6471,60.6313,6.8832,1
DIG45536126312876,1276473600000000,United States,Fairfield Heights,United States,Seabrook,782,L,Ground,false,false,4320,false,121.19,5190,73.7988,2.7840000000000003,1
DIG455308121003228,1268265600000000,United States,Blue Island,United States,Springville,655,L,Ground,false,false,4320,false,114.46,5038,70.3195,2.2976,1
DIG455154522444500,1375401600000000,United States,Lake Zurich,United States,Country Club Hills,2536,L,Ground,false,false,4320,false,188.35,7383,108.9574,9.8016,2
DIG455497674333176,1322265600000000,United States,Beaverton,United States,East Orange,563,C,Ground,false,false,4320,false,2080.37,9224,1053.1917,15.6928,1
DIG45510458642852,1489708800000000,United States,Affton,United States,Carlisle,477,C,Ground,false,false,4320,false,3613.66,6575,1819.7593,7.216,1
DIG45594135183152,1263168000000000,United States,East Providence,United States,Patterson,1364,C,Ground,false,false,4320,false,1568.16,8129,797.8076,12.1888,1
DIG455175618669344,1296172800000000,United States,Gardena,United States,South San Francisco,1922,L,Ground,false,false,4320,false,226.68,8103,127.5698,12.1056,1
DIG455100035976200,1542499200000000,United States,Ottumwa,United States,Bridgeport,1248,E,Ground,false,false,4320,false,0.55,6344,13.8982,6.4768,1
DIG455180779114196,1546300800000000,United States,Placentia,United States,Rolla,777,M,Ground,false,false,4320,false,25.66,10012,26.0293,18.2144,1
DIG45577810535420,1317513600000000,United States,Nanuet,United States,Port Orange,2224,XXL,Ground,false,false,4320,false,584.21,7680,306.6066,10.752,2
DIG45546590553824,1452729600000000,United States,Lakewood,United States,Salem,574,L,Ground,false,false,4320,false,245.6,8130,135.8166,12.192,1
DIG455193745504124,1547596800000000,United States,Peoria,United States,Beaumont,2496,S,Ground,false,false,4320,false,14.13,6022,21.8114,5.4464000000000006,2
DIG4558835594876,1477785600000000,United States,Scarsdale,United States,Pennsauken,1314,S,Ground,false,false,4320,false,15.04,8036,21.2026,11.891200000000001,1
DIG455399973162872,1474588800000000,United States,Yuba City,United States,Kuna,280,S,Ground,false,false,4320,false,17.55,7119,21.527,8.9568000000000012,1
DIG45537707375132,1492560000000000,United States,Canton,United States,Lakeside,1320,M,Ground,false,false,4320,false,50.94,8217,39.158,12.470400000000001,1
DIG455430506977844,1431734400000000,Italy,Turin,Italy,Città di Castello,1405,XL,Ground,false,false,4320,false,297.21,8065,162.3695,11.984,1
DIG45580090160084,1267660800000000,Italy,Sondrio,Italy,Carrara,228,S,Ground,false,false,4320,false,15.11,4948,20.2602,2.0096000000000003,1
DIG45517299916028,1335657600000000,United States,Easton,United States,Norton Shores,2422,E,Ground,false,false,4320,false,0.35,6739,14.8548,7.7408,2
DIG4558456723736,1288742400000000,United States,Morton,United States,Janesville,1649,L,Ground,false,false,4320,false,212.17,5885,120.0691,5.008,1
DIG455109151675808,1354752000000000,United States,Santa Monica,United States,Bethany,845,S,Ground,false,false,4320,false,16.75,9531,21.6355,16.6752,1
DIG455108971936940,1506643200000000,United States,Sanford,United States,Kingston,1069,L,Ground,false,false,4320,false,224.56,5333,125.7421,3.2416,1
DIG45515855807192,1504656000000000,United States,Oxon Hill,United States,Hurst,1446,M,Ground,false,false,4320,false,41.63,6927,34.6164,8.3424,1
DIG455164661596016,1519862400000000,United States,Glendale,United States,Highland,290,S,Ground,false,false,4320,false,11.04,6914,18.281,8.3008,1
DIG455338554052472,1280707200000000,United States,West Hempstead,United States,Belvedere Park,2120,S,Ground,false,false,4320,false,7.92,8603,18.368,13.7056,2
DIG455270298667196,1375660800000000,United States,Forrest City,United States,North Potomac,2150,E,Ground,false,false,4320,false,0.74,7518,14.805,10.233600000000001,2
DIG45557403476180,1321488000000000,United States,Peoria,United States,Sammamish,2494,M,Ground,false,false,4320,false,61.61,8130,45.5496,12.192,2
DIG455163019154636,1538870400000000,United States,Westmont,United States,Hays,1755,L,Ground,false,false,4320,false,201.7,8161,114.9295,12.2912,1
DIG455250980237696,1324598400000000,United States,Hammond,United States,Owosso,2341,M,Ground,false,false,4320,false,99.9,4980,64.5569,2.112,2
DIG455909290736,1396137600000000,United States,Bakersfield,United States,Lake Worth,1643,M,Ground,false,false,4320,false,46.84,9300,37.3987,15.936,1
DIG455454352067756,1294531200000000,United States,Hibbing,United States,Clinton,2763,E,Ground,false,false,4320,false,0.53,7097,15.2517,8.8864,2
DIG45529699898600,1505088000000000,United States,Redmond,United States,Lakewood,2144,L,Ground,false,false,4320,false,173.56,9348,101.2096,16.0896,2
DIG455373084708056,1271808000000000,United States,East Setauket,United States,Mead Valley,2811,E,Ground,false,false,4320,false,0.46,7720,15.2599,10.88,2
DIG455278691012828,1492214400000000,United States,Saint Matthews,United States,Castle Rock,1759,M,Ground,false,false,4320,false,78.13,6628,53.1481,7.3856,1
DIG455466117266228,1500422400000000,United States,Boston,United States,Sanford,2799,M,Ground,false,false,4320,false,84.18,6449,57.1091,6.8128,2
DIG455244619401116,1297641600000000,United States,Beaumont,United States,Hilton Head Island,316,S,Ground,false,false,4320,false,8.27,5811,16.9194,4.7712,1
DIG45545250409628,1503446400000000,United States,Woodlawn,United States,Tuscaloosa,2902,E,Ground,false,false,4320,false,0.7,9006,15.4618,14.9952,2
DIG45551305550180,1390435200000000,United States,Garland,United States,Lafayette,631,E,Ground,false,false,4320,false,0.54,8480,13.3379,13.312000000000001,1
DIG455143361240600,1372550400000000,United States,Marshalltown,United States,Forest Park,1592,XL,Ground,false,false,4320,false,349.38,8313,188.6228,12.777600000000001,1
DIG45592119068864,1517443200000000,United States,Chino,United States,Port Orange,1782,S,Ground,false,false,4320,false,10.52,9325,19.3638,16.016000000000002,1
DIG455404900487012,1537315200000000,United States,West Hempstead,United States,Jamaica,1697,M,Ground,false,false,4320,false,50.28,5427,39.1673,3.5424,1
DIG45589695493160,1489363200000000,United States,Hoover,United States,Canton,1030,M,Ground,false,false,4320,false,42.89,8894,34.872,14.636800000000001,1
DIG45588134823968,1455408000000000,United States,Jenks,United States,Romulus,2535,XXL,Ground,false,false,4320,false,849.72,6265,439.6415,6.224,2
DIG455177588199476,1541203200000000,United States,Lake Ronkonkoma,United States,Sugar Hill,111,E,Ground,false,false,4320,false,0.67,5839,12.9349,4.8608,1
DIG45567127169000,1485388800000000,United States,San Mateo,United States,Maple Heights,422,S,Ground,false,false,4320,false,19.98,5501,22.8698,3.7792000000000003,1
DIG455174916908024,1463788800000000,United States,Garden City,United States,Seattle,2761,M,Ground,false,false,4320,false,53.14,4846,41.5549,1.6832,2
DIG455186754881744,1413763200000000,United States,Paragould,United States,Arroyo Grande,253,M,Ground,false,false,4320,false,25.06,9376,25.2577,16.1792,1
DIG45576478388504,1501632000000000,United States,Westminster,United States,Baldwin,291,S,Ground,false,false,4320,false,1.75,7244,13.6369,9.3568,1
DIG45546452200880,1457827200000000,United States,The Villages,United States,Spring Hill,362,L,Ground,false,false,4320,false,116.71,5378,71.1808,3.3856,1
DIG455102136661724,1409184000000000,United States,Melrose Park,United States,Yucaipa,883,M,Ground,false,false,4320,false,84.06,7611,55.3247,10.5312,1
DIG455177112161384,1375747200000000,United States,Highland,United States,Danvers,1681,E,Ground,false,false,4320,false,0.65,6942,14.3379,8.3904,1
DIG455209130071592,1307577600000000,United States,Mount Clemens,United States,Bountiful,2823,XL,Ground,false,false,4320,false,278.08,7707,154.0807,10.8384,2
DIG455203431209864,1401321600000000,United States,Carmel,United States,Bridgeton,1436,E,Ground,false,false,4320,false,0.64,5530,14.1124,3.8720000000000003,1
DIG455114690991800,1285804800000000,United States,Wellington,United States,Franklin Square,1085,S,Ground,false,false,4320,false,20.85,9048,23.9015,15.1296,1
DIG4552424575364,1502323200000000,United States,Mill Creek,United States,Suisun,179,M,Ground,false,false,4320,false,95.6,6616,60.4611,7.3472,1
DIG455311021616684,1371600000000000,United States,Farmington,United States,Euless,2414,S,Ground,false,false,4320,false,20.48,8129,24.9126,12.1888,2
DIG45585994951772,1282176000000000,United States,Hueytown,United States,Pleasure Ridge Park,1367,L,Ground,false,false,4320,false,144.52,6962,85.9903,8.4544,1
DIG45592684276628,1281139200000000,United States,Hattiesburg,United States,Richland,775,M,Ground,false,false,4320,false,52.65,7288,39.5225,9.4976,1
DIG45510633783284,1418428800000000,United States,Egypt Lake-Leto,United States,Willow Grove,468,L,Ground,false,false,4320,false,162.63,4820,94.2362,1.6,1
DIG455450040134312,1263686400000000,United States,College Station,United States,Oregon City,2812,M,Ground,false,false,4320,false,26.1,8473,28.0808,13.2896,2
DIG455264790140732,1338854400000000,United States,West Albany,United States,Midwest City,2494,L,Ground,false,false,4320,false,220.36,9727,124.9246,17.302400000000002,2
DIG455273494180352,1272153600000000,United States,East Lansing,United States,Wilkinsburg,2517,L,Ground,false,false,4320,false,126.55,7287,78.0403,9.4944,2
DIG45554939714144,1520294400000000,United States,Sacramento,United States,Maywood,2417,XXL,Ground,false,false,4320,false,861.21,8472,445.2803,13.2864,2
DIG455263426204628,1443916800000000,United States,Lawrenceville,United States,Bensenville,193,M,Ground,false,false,4320,false,77.03,9888,51.1887,17.817600000000002,1
DIG455480475582740,1451779200000000,United States,Brushy Creek,United States,Charlotte,896,M,Ground,false,false,4320,false,45.97,9879,36.2914,17.788800000000002,1
DIG455179668491936,1361664000000000,United States,Thomasville,United States,Burlington,707,L,Ground,false,false,4320,false,151.59,9833,88.9313,17.6416,1
DIG455195152225676,1426464000000000,United States,Massapequa,United States,West Puente Valley,1730,L,Ground,false,false,4320,false,133.75,5967,80.932,5.2704,1
DIG455177485434428,1543363200000000,United States,San Pablo,United States,Hays,2296,XL,Ground,false,false,4320,false,380.3,6487,204.7164,6.9344,2
DIG455180889076796,1486252800000000,United States,Oakdale,United States,West Hollywood,2817,S,Ground,false,false,4320,false,14.66,8354,22.3653,12.908800000000001,2
DIG45558305169500,1264291200000000,United States,Calhoun,United States,Staten Island,2044,E,Ground,false,false,4320,false,0.18,6798,14.4296,7.9296000000000006,2
DIG455176245456164,1521158400000000,United States,Bakersfield,United States,Melville,594,XXL,Ground,false,false,4320,false,567.45,5313,296.7596,3.1776,1
DIG45573680939960,1460678400000000,United States,Addison,United States,Grand Prairie,2424,M,Ground,false,false,4320,false,25.66,5028,27.5116,2.2656,2
DIG45547909905092,1317168000000000,United States,Payson,United States,Grapevine,1047,E,Ground,false,false,4320,false,0.88,5252,13.8823,2.9824,1
DIG45580356469508,1352851200000000,United States,Wisconsin Rapids,United States,Yarmouth,2743,M,Ground,false,false,4320,false,96.6,7726,63.2687,10.8992,2
DIG455169747466232,1408406400000000,United States,El Monte,United States,Manteca,1044,M,Ground,false,false,4320,false,71.36,7475,49.1196,10.096,1
DIG45594297727868,1372118400000000,United States,State College,United States,Concord,298,E,Ground,false,false,4320,false,0.29,5732,12.9132,4.5184000000000006,1
DIG4552763859968,1323302400000000,United States,Wilmington,United States,Layton,1256,S,Ground,false,false,4320,false,8.56,6155,17.9104,5.872,1
DIG45580558800692,1511913600000000,United States,Rockville,United States,Bloomingdale,1766,M,Ground,false,false,4320,false,40.81,8236,34.4944,12.5312,1
DIG455186080111244,1299888000000000,United States,Worcester,United States,Atlantic City,838,L,Ground,false,false,4320,false,175.17,5024,100.8392,2.2528,1
DIG45547807140044,1278547200000000,Spain,El Masnou,Spain,Archena,1071,XXL,Ground,false,false,4320,false,944.01,7263,485.4689,9.4176,1
DIG45527792947184,1506124800000000,Brazil,Ouricuri,Brazil,Montenegro,268,M,Ground,false,false,4320,false,52.66,8411,39.0712,13.0912,1
DIG455272778023928,1328400000000000,Brazil,Uberaba,Brazil,Praia Grande,695,L,Ground,false,false,4320,false,176.33,9665,101.2905,17.104,1
DIG455132960178164,1340755200000000,Brazil,Coelho Neto,Brazil,Muriaé,199,M,Ground,false,false,4320,false,63.92,7608,44.6391,10.521600000000001,1
DIG45584038817084,1540944000000000,Brazil,Arari,Brazil,Livramento do Brumado,1381,E,Ground,false,false,4320,false,0.34,5249,13.9129,2.9728000000000003,1
DIG45567789743648,1485820800000000,Brazil,Sidrolândia,Brazil,Regente Feijó,1126,M,Ground,false,false,4320,false,56.87,5424,41.9484,3.5328000000000004,1
DIG455103541583888,1451347200000000,Brazil,Mogi Mirim,Brazil,Conceição do Jacuípe,559,M,Ground,false,false,4320,false,36.01,9622,31.0081,16.9664,1
DIG455190626364992,1401667200000000,Brazil,Piúma,Brazil,Barra de São Francisco,1413,M,Ground,false,false,4320,false,59.83,6611,43.6867,7.3312,1
DIG45580439841152,1376870400000000,France,Le Plessis-Trévise,France,Versailles,1111,M,Ground,false,false,4320,false,91.16,7013,59.0799,8.6176000000000013,1
DIG45575404953596,1273622400000000,Russia,Elektrougli,Russia,Spassk-Dal’niy,1310,E,Ground,false,false,4320,false,0.37,7203,13.864,9.2256,1
DIG4557713776424,1419811200000000,France,Villejuif,France,Canteleu,1460,S,Ground,false,false,4320,false,8.41,7999,18.019,11.7728,1
DIG45572416769924,1543622400000000,Russia,Likhobory,Russia,Yelizavetinskaya,682,E,Ground,false,false,4320,false,0.28,6148,13.2538,5.8496000000000006,1
DIG45558033661844,1416873600000000,Russia,Kaltan,Russia,Mar’ino,436,C,Ground,false,false,4320,false,1865.4,9798,945.5924,17.529600000000002,1
